StudentID,CohortTerm_x,RegistrationDate,Gender,BirthMonth,HSDip,HSDipYr,HSGPAUnwtd,HSGPAWtd,FirstGen,DualHSSummerEnroll,EnrollmentStatus,NumColCredAttemptTransfer,NumColCredAcceptTransfer,CumLoanAtEntry,HighDeg,MathPlacement,EngPlacement,GatewayMathStatus,GatewayEnglishStatus,cohort term,Adjusted Gross Income,Parent Adjusted Gross Income,CohortTerm_y,Term,CompleteDevMath,CompleteDevEnglish,Major1,Major2,Complete1,Complete2,CompleteCIP1,CompleteCIP2,TransferIntent,DegreeTypeSought,TermGPA,CumGPA,Marital Status_Divorced,Marital Status_Married,Marital Status_Separated,Marital Status_Single,Father's Highest Grade Level_College,Father's Highest Grade Level_High School,Father's Highest Grade Level_Middle School,Father's Highest Grade Level_Unknown,Mother's Highest Grade Level_College,Mother's Highest Grade Level_High School,Mother's Highest Grade Level_Middle School,Mother's Highest Grade Level_Unknown,Housing_Off Campus,Housing_On Campus Housing,Housing_With Parent,Race
308365,1,20120719,1,4,1,2012,3.0,-1,-1,0,1,-2.0,-2.0,-2,0,1,1,0,0,1,0.0,78124.0,1,3,0,0,42.0101,-1.0,0,0,-2.0,-2,-1,6,2.08,2.53,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1
313268,1,20120717,1,5,1,2012,2.8,-1,-1,0,1,-2.0,-2.0,-2,0,1,1,0,0,1,0.0,19570.0,1,3,0,0,43.0199,-1.0,0,0,-2.0,-2,-1,6,2.4,2.2,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1
357133,1,20160725,2,12,1,2016,2.7,-1,-1,0,1,-2.0,-2.0,-2,0,1,0,1,1,1,0.0,20553.0,1,6,0,-2,26.0101,-1.0,0,0,-2.0,-2,-1,6,2.94,3.02,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,4
342850,1,20150622,2,4,1,-1,3.1,-1,-1,0,1,-2.0,-2.0,-2,0,1,1,0,1,1,0.0,46677.0,1,3,0,0,26.0101,-1.0,0,0,-2.0,-2,-1,6,2.73,2.88,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,6
298873,1,20110523,2,5,1,2011,3.35,-1,-1,0,1,-2.0,-2.0,-2,0,1,1,0,0,1,0.0,15000.0,1,3,0,0,52.1401,-1.0,0,0,-2.0,-2,-1,6,3.75,3.67,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1
298551,1,20110728,2,3,1,2011,3.68,-1,-1,0,1,-2.0,-2.0,-2,0,0,1,1,0,1,0.0,9447.0,1,6,-2,0,50.0901,-1.0,0,0,-2.0,-2,-1,6,4.0,3.42,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1
298290,1,20110419,1,5,1,2011,3.62,-1,-1,0,1,-2.0,-2.0,-2,0,1,1,0,0,1,0.0,40478.0,1,3,0,0,43.0199,-1.0,8,0,43.0199,-2,-1,6,3.68,3.38,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1
350042,1,20160512,1,9,1,2016,2.45,-1,-1,0,1,-2.0,-2.0,-2,0,1,0,1,0,1,0.0,31362.0,1,1,0,-2,42.0101,-1.0,0,0,-2.0,-2,-1,6,2.4,2.4,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1
319203,1,20130424,2,11,1,2013,3.08,-1,-1,0,1,-2.0,-2.0,-2,0,1,0,0,0,1,0.0,67073.0,1,6,0,-2,23.0101,-1.0,0,0,-2.0,-2,-1,6,4.0,3.79,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1
346524,1,20150521,2,1,1,2015,3.27,-1,-1,0,1,-2.0,-2.0,-2,0,1,1,0,0,1,0.0,53118.0,1,6,0,0,13.1202,-1.0,0,0,-2.0,-2,-1,6,3.3,3.32,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1
354812,1,20160622,1,5,1,-1,3.8,-1,-1,0,1,-2.0,-2.0,-2,0,1,0,1,1,1,0.0,24489.0,1,3,0,-2,52.0201,-1.0,0,0,-2.0,-2,-1,6,3.88,3.9,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1
356642,1,20160611,2,4,1,2016,3.1,-1,-1,0,1,-2.0,-2.0,-2,0,1,0,0,1,1,0.0,114018.0,1,3,1,-2,43.0199,-1.0,0,0,-2.0,-2,-1,6,2.54,2.88,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,4
350865,1,20160419,2,3,1,2016,2.9,-1,-1,0,1,-2.0,-2.0,-2,0,1,0,0,0,1,8916.0,0.0,1,3,0,-2,26.0101,-1.0,0,0,-2.0,-2,-1,6,1.78,2.47,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,6
349828,3,20151110,1,9,1,2015,2.4,-1,-1,0,1,-2.0,-2.0,-2,0,1,1,0,1,3,0.0,15000.0,3,3,0,1,9.0101,-1.0,0,0,-2.0,-2,-1,6,0.43,0.42,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,6
297227,1,20110415,1,7,1,2011,3.18,-1,-1,0,1,-2.0,-2.0,-2,0,1,1,0,0,1,0.0,97755.0,1,6,0,0,43.0199,-1.0,0,0,-2.0,-2,-1,6,3.0,3.7,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1
349570,1,20150908,1,11,-1,-1,-1.0,-1,-1,0,1,-2.0,-2.0,-2,0,-1,-1,0,1,1,0.0,15000.0,1,1,-1,-1,-1.0,-1.0,0,0,-2.0,-2,-1,6,2.7,0.0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1
350708,1,20160505,1,7,1,-1,3.4,-1,-1,0,1,-2.0,-2.0,-2,0,1,0,0,0,1,0.0,32798.0,1,3,0,-2,45.1001,-1.0,0,0,-2.0,-2,-1,6,3.0,3.04,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1
358272,1,20160803,2,2,1,2016,2.2,-1,-1,0,1,-2.0,-2.0,-2,0,1,0,0,1,1,0.0,43826.0,1,1,0,-2,9.0101,-1.0,0,0,-2.0,-2,-1,6,0.98,0.98,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1
275957,1,20110831,2,9,1,-1,2.56,-1,-1,0,1,-2.0,-2.0,-2,3,-1,-1,0,0,1,0.0,15000.0,1,6,-1,-1,0.0,-1.0,0,0,-2.0,-2,-1,6,4.0,3.94,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1
349803,1,20160419,1,11,1,2016,1.67,-1,-1,0,1,-2.0,-2.0,-2,0,1,0,0,1,1,0.0,68431.0,1,3,0,-2,52.0201,-1.0,0,0,-2.0,-2,-1,6,2.7,3.14,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,6
298334,1,20110509,1,10,1,2011,3.0,-1,-1,0,1,-2.0,-2.0,-2,0,1,0,0,1,1,0.0,15000.0,1,1,0,-2,43.0203,-1.0,0,0,-2.0,-2,-1,6,3.25,3.25,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,6
324647,1,20130826,2,9,1,-1,-1.0,-1,-1,0,1,-2.0,-2.0,-2,0,-1,-1,0,0,1,12232.0,0.0,1,1,-1,-1,0.0,-1.0,0,0,-2.0,-2,-1,6,3.0,3.0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1
356972,1,20160726,1,8,1,-1,2.3,-1,-1,0,1,-2.0,-2.0,-2,0,1,0,1,1,1,0.0,10943.0,1,3,0,1,50.0901,-1.0,0,0,-2.0,-2,-1,6,0.0,0.99,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1
307753,1,20120627,1,11,1,2012,-1.0,-1,-1,0,1,-2.0,-2.0,-2,0,1,1,0,0,1,0.0,25105.0,1,3,0,0,50.0701,-1.0,0,0,-2.0,-2,-1,6,0.0,1.39,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,4
352777,1,20160601,2,4,1,-1,3.9,-1,-1,0,1,-2.0,-2.0,-2,0,1,0,0,0,1,0.0,25900.0,1,3,0,-2,52.1401,-1.0,0,0,-2.0,-2,-1,6,3.19,3.28,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,3
353603,1,20160712,2,10,1,-1,3.5,-1,-1,0,1,-2.0,-2.0,-2,0,1,0,0,1,1,0.0,30310.0,1,3,0,-2,42.0101,-1.0,0,0,-2.0,-2,-1,6,0.0,0.84,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1
343230,1,20150701,2,12,1,-1,2.7,-1,-1,0,1,-2.0,-2.0,-2,0,1,1,1,0,1,0.0,84085.0,1,3,0,0,26.0101,-1.0,0,0,-2.0,-2,-1,6,2.15,2.06,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1
318021,1,20130624,2,11,1,2013,3.0,-1,-1,0,1,-2.0,-2.0,-2,0,1,0,0,1,1,0.0,19271.0,1,6,0,-2,26.0101,-1.0,0,0,-2.0,-2,-1,6,4.0,3.91,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,6
356587,1,20160725,2,2,1,2016,2.57,-1,-1,0,1,-2.0,-2.0,-2,0,1,0,1,1,1,0.0,0.0,1,3,0,-2,43.0199,-1.0,0,0,-2.0,-2,-1,6,2.28,2.51,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1
300175,1,20110517,2,7,1,2011,2.57,-1,-1,0,1,-2.0,-2.0,-2,0,1,1,0,0,1,0.0,28012.0,1,3,0,1,42.0101,-1.0,0,0,-2.0,-2,-1,6,0.0,0.0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1
308232,1,20120822,1,1,1,-1,2.3,-1,-1,0,1,-2.0,-2.0,-2,0,1,1,0,1,1,9427.0,21219.0,1,3,0,0,52.0301,-1.0,0,0,-2.0,-2,-1,6,2.66,2.79,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,6
310288,1,20120517,1,3,1,-1,2.46,-1,-1,0,1,-2.0,-2.0,-2,0,0,0,1,1,1,0.0,31460.0,1,3,-2,-2,52.0301,-1.0,0,0,-2.0,-2,-1,6,2.85,3.01,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1
298913,1,20110607,1,12,1,-1,-1.0,-1,-1,0,1,-2.0,-2.0,-2,0,0,1,0,1,1,0.0,31211.0,1,6,-2,0,42.0101,-1.0,0,0,-2.0,-2,-1,6,4.0,3.56,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,4
307786,1,20120425,2,10,1,2012,3.0,-1,-1,0,1,-2.0,-2.0,-2,0,1,1,0,0,1,0.0,58838.0,1,3,0,0,42.0101,-1.0,0,0,-2.0,-2,-1,6,0.5,1.77,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,4
309732,1,20120726,2,9,1,2012,3.3,-1,-1,0,1,-2.0,-2.0,-2,0,1,1,0,0,1,0.0,34477.0,1,6,0,0,42.0101,-1.0,0,0,-2.0,-2,-1,6,4.0,3.29,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,6
298406,1,20110516,2,11,1,2011,2.76,-1,-1,0,1,-2.0,-2.0,-2,0,0,1,1,0,1,0.0,13737.0,1,3,-2,0,0.0,-1.0,0,0,-2.0,-2,-1,6,3.17,3.24,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,6
298268,1,20110413,1,11,1,2010,2.1,-1,-1,0,1,-2.0,-2.0,-2,0,1,1,0,0,1,800.0,100000.0,1,3,0,0,43.0203,-1.0,0,0,-2.0,-2,-1,6,0.0,0.56,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,6
342672,1,20150414,1,9,1,2015,3.2,-1,-1,0,1,-2.0,-2.0,-2,0,1,0,0,1,1,0.0,0.0,1,3,0,-2,26.0101,-1.0,0,0,-2.0,-2,-1,6,3.91,3.87,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,3
316099,1,20130627,2,6,1,2013,3.2,-1,-1,0,1,-2.0,-2.0,-2,0,1,1,0,0,1,0.0,0.0,1,3,0,0,13.1209,-1.0,0,0,-2.0,-2,-1,6,0.0,1.48,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
349555,1,20150908,2,2,-1,-1,-1.0,-1,-1,0,1,-2.0,-2.0,-2,0,-1,-1,0,1,1,0.0,15000.0,1,1,-1,-1,-1.0,-1.0,0,0,-2.0,-2,-1,6,4.0,0.0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,4
343246,1,20150604,1,9,1,2015,2.71,-1,-1,0,1,-2.0,-2.0,-2,0,1,1,0,1,1,0.0,23491.0,1,3,0,0,0.0,-1.0,0,0,-2.0,-2,-1,6,3.4,3.48,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1
345551,1,20150810,1,10,1,-1,2.7,-1,-1,0,1,-2.0,-2.0,-2,0,1,0,1,1,1,0.0,27054.0,1,3,0,-2,42.0101,-1.0,0,0,-2.0,-2,-1,6,4.0,3.79,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,6
319977,1,20130624,1,3,1,2010,-1.0,-1,-1,0,1,-2.0,-2.0,-2,0,1,1,0,0,1,0.0,6333.0,1,6,0,0,52.1401,-1.0,0,0,-2.0,-2,-1,6,2.5,2.36,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1
340004,1,20140701,2,8,1,2005,3.22,-1,-1,0,1,-2.0,-2.0,-2,0,1,0,0,1,1,33634.0,0.0,1,6,0,-2,52.0201,-1.0,0,0,-2.0,-2,-1,6,3.7,3.16,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,4
319297,1,20130624,2,1,1,2013,-1.0,-1,-1,0,1,-2.0,-2.0,-2,0,1,1,0,0,1,6938.0,24000.0,1,3,0,0,0.0,-1.0,0,0,-2.0,-2,-1,6,0.77,1.88,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,4
318949,1,20130610,1,8,1,2013,3.3,-1,-1,0,1,-2.0,-2.0,-2,0,0,0,1,1,1,0.0,84911.0,1,6,-2,-2,52.0301,-1.0,0,0,-2.0,-2,-1,6,4.0,3.3,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1
317383,1,20130515,2,1,1,2013,3.5,-1,-1,0,1,-2.0,-2.0,-2,0,1,0,0,0,1,0.0,40773.0,1,6,0,-2,9.0101,-1.0,0,0,-2.0,-2,-1,6,3.58,3.9,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,6
345348,1,20150512,1,5,1,2015,3.6,-1,-1,0,1,-2.0,-2.0,-2,0,1,0,0,1,1,0.0,34887.0,1,3,0,-2,23.0101,-1.0,0,0,-2.0,-2,-1,6,3.25,3.46,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1
354724,1,20160419,1,5,1,2016,3.6,-1,-1,0,1,-2.0,-2.0,-2,0,0,0,1,1,1,5438.0,42687.0,1,3,-2,-2,52.0201,-1.0,0,0,-2.0,-2,-1,6,2.89,3.23,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1
347365,1,20150630,2,12,1,2015,2.71,-1,-1,0,1,-2.0,-2.0,-2,0,1,1,0,0,1,0.0,18205.0,1,3,0,0,9.0101,-1.0,0,0,-2.0,-2,-1,6,3.3,2.74,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,7
304310,1,20110726,1,2,1,2011,3.0,-1,-1,0,1,-2.0,-2.0,-2,0,0,1,0,0,1,0.0,5469.0,1,3,-2,0,43.0199,-1.0,0,0,-2.0,-2,-1,6,2.0,1.88,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,4
315145,1,20120827,2,9,1,-1,-1.0,-1,-1,0,1,-2.0,-2.0,-2,0,-1,-1,0,0,1,56562.0,0.0,1,1,-1,-1,0.0,-1.0,0,0,-2.0,-2,-1,6,2.0,2.0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,4
355642,1,20160428,2,1,1,2016,2.8,-1,-1,0,1,-2.0,-2.0,-2,0,1,0,0,1,1,0.0,28242.0,1,3,1,-2,51.0999,-1.0,0,0,-2.0,-2,-1,6,0.99,2.24,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,4
309485,1,20120426,1,6,1,2010,-1.0,-1,-1,0,1,-2.0,-2.0,-2,0,1,1,0,0,1,0.0,0.0,1,6,0,0,43.0199,-1.0,0,0,-2.0,-2,-1,6,0.0,2.41,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,4
353149,1,20160518,2,7,1,2016,2.92,-1,-1,0,1,-2.0,-2.0,-2,0,1,0,1,1,1,0.0,41856.0,1,3,0,-2,50.0901,-1.0,0,0,-2.0,-2,-1,6,3.09,3.09,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,4
318457,1,20130624,2,5,1,2013,-1.0,-1,-1,0,1,-2.0,-2.0,-2,0,1,1,0,1,1,4463.0,18800.0,1,6,0,0,43.0199,42.0101,0,0,-2.0,-2,-1,6,2.0,3.57,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1
311821,1,20120621,1,3,1,-1,3.03,-1,-1,0,1,-2.0,-2.0,-2,0,1,1,0,0,1,0.0,0.0,1,3,0,0,43.0203,-1.0,0,0,-2.0,-2,-1,6,3.68,3.11,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1
330584,1,20140722,1,11,1,2014,-1.0,-1,-1,0,1,-2.0,-2.0,-2,0,1,1,0,0,1,0.0,15600.0,1,3,0,1,45.1101,-1.0,0,0,-2.0,-2,-1,6,2.0,2.15,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1
358249,1,20160810,2,9,1,2016,3.1,-1,-1,0,1,-2.0,-2.0,-2,0,1,0,0,1,1,0.0,29331.0,1,3,0,-2,43.0199,-1.0,0,0,-2.0,-2,-1,6,3.3,3.17,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1
307463,1,20120419,1,2,1,-1,2.29,-1,-1,0,1,-2.0,-2.0,-2,0,1,1,0,0,1,0.0,15937.0,1,3,0,0,50.0901,-1.0,0,0,-2.0,-2,-1,6,2.05,2.32,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,4
308796,1,20120604,1,1,1,2012,2.51,-1,-1,0,1,-2.0,-2.0,-2,0,1,0,0,1,1,0.0,0.0,1,3,0,-2,0.0,-1.0,0,0,-2.0,-2,-1,6,2.54,2.47,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,2
316070,1,20130415,2,8,1,-1,3.2,-1,-1,0,1,-2.0,-2.0,-2,0,1,1,0,0,1,0.0,140971.0,1,6,0,0,9.0101,-1.0,0,0,-2.0,-2,-1,6,3.3,3.34,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1
344392,1,20150319,1,8,1,-1,2.17,-1,-1,0,1,-2.0,-2.0,-2,0,1,0,0,1,1,0.0,47763.0,1,1,0,-2,52.0201,-1.0,0,0,-2.0,-2,-1,6,0.92,0.92,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,6
311979,1,20120514,2,2,1,-1,3.0,-1,-1,0,1,-2.0,-2.0,-2,0,1,0,0,1,1,0.0,24329.0,1,3,0,-2,43.0199,-1.0,0,0,-2.0,-2,-1,6,2.0,2.23,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1
301720,1,20110502,2,5,1,2011,2.38,-1,-1,0,1,-2.0,-2.0,-2,0,1,1,0,0,1,0.0,15767.0,1,3,1,0,45.1101,-1.0,0,0,-2.0,-2,-1,6,0.0,2.19,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,4
295118,1,20110810,2,8,1,-1,2.5,-1,-1,0,1,-2.0,-2.0,-2,0,1,1,0,0,1,0.0,103979.0,1,3,0,1,0.0,-1.0,0,0,-2.0,-2,-1,6,0.9,1.75,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,6
358093,1,20160707,1,12,1,2016,2.73,-1,-1,0,1,-2.0,-2.0,-2,0,1,0,0,1,1,4943.0,18200.0,1,3,0,-2,43.0203,-1.0,0,0,-2.0,-2,-1,6,1.2,1.64,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,4
310269,1,20120627,2,1,1,2012,-1.0,-1,-1,0,1,-2.0,-2.0,-2,0,1,1,0,0,1,0.0,39942.0,1,3,1,1,42.0101,-1.0,0,0,-2.0,-2,-1,6,0.0,0.42,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,4
356749,1,20160706,1,12,1,2016,2.7,-1,-1,0,1,-2.0,-2.0,-2,0,1,0,0,1,1,0.0,28466.0,1,3,0,-2,52.0301,-1.0,0,0,-2.0,-2,-1,6,3.31,3.19,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,4
341838,1,20150819,2,4,1,-1,3.1,-1,-1,0,1,-2.0,-2.0,-2,3,-1,-1,0,0,1,5836.0,0.0,1,6,-1,-1,50.0701,-1.0,0,0,-2.0,-2,-1,6,3.35,4.0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,6
347010,1,20150617,2,11,1,2015,3.97,-1,-1,0,1,-2.0,-2.0,-2,0,1,1,0,0,1,0.0,12352.0,1,3,0,0,16.0905,-1.0,0,0,-2.0,-2,-1,6,4.0,3.89,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1
358686,1,20160818,2,6,2,-1,-1.0,-1,-1,0,1,-2.0,-2.0,-2,0,1,0,1,1,1,0.0,0.0,1,3,0,-2,9.0101,-1.0,0,0,-2.0,-2,-1,6,2.07,2.18,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,4
319800,1,20130416,2,3,1,2012,3.4,-1,-1,0,1,-2.0,-2.0,-2,0,1,1,0,0,1,0.0,52067.0,1,6,0,0,51.0,-1.0,0,0,-2.0,-2,-1,6,1.7,2.3,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,4
342312,1,20150602,2,12,1,2015,3.0,-1,-1,0,1,-2.0,-2.0,-2,0,1,1,0,0,1,0.0,18615.0,1,3,0,0,42.0101,-1.0,0,0,-2.0,-2,-1,6,3.4,3.25,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1
341538,3,20141111,1,3,1,-1,-1.0,-1,-1,0,1,-2.0,-2.0,-2,0,-1,-1,1,0,3,0.0,15000.0,3,3,-1,-1,0.0,-1.0,0,0,-2.0,-2,-1,6,3.51,3.5,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,3
309691,1,20120529,2,9,1,-1,2.73,-1,-1,0,1,-2.0,-2.0,-2,0,1,1,0,0,1,0.0,98429.0,1,6,0,0,51.0,-1.0,0,0,-2.0,-2,-1,6,2.3,2.96,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,6
307006,1,20120501,2,12,1,-1,2.8,-1,-1,0,1,-2.0,-2.0,-2,0,0,0,1,1,1,0.0,51132.0,1,1,-2,-2,0.0,-1.0,0,0,-2.0,-2,-1,6,0.23,0.23,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,4
327576,1,20140630,2,8,1,2014,3.92,-1,-1,0,1,-2.0,-2.0,-2,0,1,1,0,0,1,0.0,27641.0,1,3,1,0,42.0101,-1.0,0,0,-2.0,-2,-1,6,3.33,3.34,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1
344804,1,20150622,1,10,1,2015,2.3,-1,-1,0,1,-2.0,-2.0,-2,0,1,1,0,1,1,0.0,0.0,1,3,0,1,50.0701,-1.0,0,0,-2.0,-2,-1,6,1.57,1.45,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,4
329490,1,20140521,2,7,1,2014,3.42,-1,-1,0,1,-2.0,-2.0,-2,0,1,1,0,0,1,0.0,39718.0,1,3,0,0,43.0199,-1.0,0,0,-2.0,-2,-1,6,3.6,3.73,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1
341975,1,20150624,2,1,1,2015,3.1,-1,-1,0,1,-2.0,-2.0,-2,0,1,0,0,1,1,0.0,10362.0,1,3,0,-2,13.1209,-1.0,0,0,-2.0,-2,-1,6,3.25,3.48,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1
348475,1,20150723,1,4,1,2015,3.4,-1,-1,0,1,-2.0,-2.0,-2,0,1,0,0,1,1,0.0,116764.0,1,3,0,-2,52.0201,-1.0,0,0,-2.0,-2,-1,6,3.86,3.84,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1
342617,1,20150514,2,5,1,-1,3.44,-1,-1,0,1,-2.0,-2.0,-2,0,1,1,1,0,1,0.0,16630.0,1,3,0,1,42.0101,-1.0,0,0,-2.0,-2,-1,6,3.37,3.34,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1
341362,1,20150622,2,12,1,2015,2.99,-1,-1,0,1,-2.0,-2.0,-2,0,1,0,0,1,1,0.0,37445.0,1,3,0,-2,43.0203,-1.0,0,0,-2.0,-2,-1,6,3.43,2.97,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,4
350305,3,20160111,1,4,1,-1,-1.0,-1,-1,0,1,-2.0,-2.0,-2,0,-1,-1,0,0,3,0.0,15000.0,3,3,-1,-1,-1.0,-1.0,0,0,-2.0,-2,-1,6,3.7,3.7,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,6
328178,1,20140616,2,2,1,-1,3.0,-1,-1,0,1,-2.0,-2.0,-2,0,1,1,0,0,1,0.0,89007.0,1,3,0,0,23.0101,13.1209,0,0,-2.0,-2,-1,6,3.34,3.11,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1
342643,1,20150429,1,5,1,2015,3.12,-1,-1,0,1,-2.0,-2.0,-2,0,0,0,1,1,1,0.0,12962.0,1,3,-2,-2,40.0601,-1.0,0,0,-2.0,-2,-1,6,0.0,2.89,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1
311951,1,20120709,1,12,1,2012,2.8,-1,-1,0,1,-2.0,-2.0,-2,0,0,1,1,0,1,0.0,30945.0,1,6,-2,0,52.0301,-1.0,0,0,-2.0,-2,-1,6,0.0,3.24,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,4
353572,1,20160720,1,9,1,2016,2.88,-1,-1,0,1,-2.0,-2.0,-2,0,1,0,0,1,1,0.0,8266.0,1,3,0,-2,50.0901,-1.0,0,0,-2.0,-2,-1,6,2.47,2.65,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,4
326524,1,20140425,1,12,1,2014,3.6,-1,-1,0,1,-2.0,-2.0,-2,0,0,0,1,1,1,0.0,135000.0,1,3,-2,-2,43.0203,-1.0,0,0,-2.0,-2,-1,6,3.94,3.95,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,6
297527,1,20110525,2,7,1,2011,3.09,-1,-1,0,1,-2.0,-2.0,-2,0,1,1,0,0,1,0.0,16881.0,1,3,0,0,0.0,-1.0,0,0,-2.0,-2,-1,6,2.63,3.04,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1
299154,1,20110418,2,5,1,2011,3.24,-1,-1,0,1,-2.0,-2.0,-2,0,1,1,0,0,1,0.0,32226.0,1,6,0,0,43.0199,-1.0,8,0,43.0199,-2,-1,6,4.0,3.49,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,6
355887,1,20160407,1,6,1,-1,-1.0,-1,-1,0,1,-2.0,-2.0,-2,0,-1,-1,0,0,1,0.0,15000.0,1,1,-1,-1,52.0801,-1.0,0,0,-2.0,-2,-1,6,4.0,4.0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1
314454,1,20120703,2,1,1,2012,2.4,-1,-1,0,1,-2.0,-2.0,-2,0,0,1,0,1,1,0.0,43458.0,1,3,-2,0,11.0101,-1.0,0,0,-2.0,-2,-1,6,3.52,3.2,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,6
345619,1,20150522,1,11,1,2015,3.2,-1,-1,0,1,-2.0,-2.0,-2,0,1,1,0,0,1,0.0,50602.0,1,3,0,0,45.1001,-1.0,0,0,-2.0,-2,-1,6,2.0,2.39,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1
