StudentID,Dropout,CohortTerm_x,RegistrationDate,Gender,BirthMonth,HSDip,HSDipYr,HSGPAUnwtd,HSGPAWtd,FirstGen,DualHSSummerEnroll,EnrollmentStatus,NumColCredAttemptTransfer,NumColCredAcceptTransfer,CumLoanAtEntry,HighDeg,MathPlacement,EngPlacement,GatewayMathStatus,GatewayEnglishStatus,cohort term,Adjusted Gross Income,Parent Adjusted Gross Income,CohortTerm_y,Term,CompleteDevMath,CompleteDevEnglish,Major1,Major2,Complete1,Complete2,CompleteCIP1,CompleteCIP2,TransferIntent,DegreeTypeSought,TermGPA,CumGPA,Marital Status_Divorced,Marital Status_Married,Marital Status_Separated,Marital Status_Single,Father's Highest Grade Level_College,Father's Highest Grade Level_High School,Father's Highest Grade Level_Middle School,Father's Highest Grade Level_Unknown,Mother's Highest Grade Level_College,Mother's Highest Grade Level_High School,Mother's Highest Grade Level_Middle School,Mother's Highest Grade Level_Unknown,Housing_Off Campus,Housing_On Campus Housing,Housing_With Parent,Race
291621,1,3,20120106,2,12,1,-1,2.72,-1,-1,0,1,-2.0,-2.0,-2,0,1,1,0,0,3,2676.0,36415.0,3,3,0,0,0.0,-1.0,0,0,-2.0,-2,-1,6,0.0,0.0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,4
292175,0,3,20110128,2,8,1,-1,-1.0,-1,-1,0,2,30.0,30.0,-1,0,0,0,0,0,3,3576.0,6243.0,3,6,-2,-2,43.0199,-1.0,0,0,-2.0,-2,-1,6,1.0,2.37,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1
292827,1,3,20111212,2,10,1,-1,-1.0,-1,-1,0,2,59.5,31.0,-1,0,0,0,0,0,3,28371.0,0.0,3,3,-2,-2,42.0101,-1.0,0,0,-2.0,-2,-1,6,0.0,0.0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,4
293195,1,3,20111212,2,5,1,-1,-1.0,-1,-1,0,2,18.0,12.0,-1,0,1,0,0,0,3,0.0,19520.0,3,3,1,-2,43.0199,-1.0,0,0,-2.0,-2,-1,6,0.0,1.05,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,4
293224,1,3,20111220,1,6,1,2009,-1.0,-1,-1,0,1,-2.0,-2.0,-2,0,1,1,0,0,3,0.0,22608.0,3,3,0,0,50.0901,-1.0,0,0,-2.0,-2,-1,6,0.0,0.78,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,4
293336,0,3,20120117,1,12,1,-1,-1.0,-1,-1,0,2,61.33,55.0,-1,0,0,0,1,0,3,0.0,102998.0,3,3,-2,-2,9.0101,-1.0,0,0,-2.0,-2,-1,6,3.76,3.58,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1
293353,1,3,20120111,2,5,1,-1,-1.0,-1,-1,0,2,19.0,19.0,-1,0,0,0,0,0,3,14083.0,0.0,3,3,-2,-2,52.0201,-1.0,0,0,-2.0,-2,-1,6,2.9,2.87,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,4
294044,1,3,20111213,2,6,1,-1,-1.0,-1,-1,0,2,62.0,43.0,-1,0,0,0,0,0,3,10967.0,0.0,3,6,-2,-2,13.1202,-1.0,0,0,-2.0,-2,-1,6,0.0,0.61,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,4
294186,1,3,20120111,1,4,1,-1,-1.0,-1,-1,0,2,35.0,24.0,-1,0,1,0,1,0,3,28513.0,0.0,3,3,0,-2,52.0201,-1.0,0,0,-2.0,-2,-1,6,2.67,2.57,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1
294202,1,3,20110128,1,6,1,-1,-1.0,-1,-1,0,2,71.0,66.0,-1,2,0,0,1,0,3,520.0,23137.0,3,3,-2,-2,51.1005,-1.0,0,0,-2.0,-2,-1,6,0.0,0.0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,4
294549,0,3,20111123,2,9,1,-1,-1.0,-1,-1,0,2,66.0,66.0,-1,2,0,0,0,0,3,17162.0,0.0,3,3,-2,-2,42.0101,13.1209,0,0,-2.0,-2,-1,6,3.36,3.12,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1
294703,1,3,20120106,1,1,1,-1,-1.0,-1,-1,0,2,64.0,64.0,-1,2,0,0,1,0,3,14606.0,25417.0,3,3,-2,-2,0.0,-1.0,0,0,-2.0,-2,-1,6,4.0,4.0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,4
294977,1,3,20110122,1,5,1,-1,-1.0,-1,-1,0,1,-2.0,-2.0,-2,0,1,0,0,0,3,5044.0,0.0,3,3,1,-2,0.0,-1.0,0,0,-2.0,-2,-1,6,3.2,3.2,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,6
295100,0,3,20110118,1,1,1,-1,2.7,-1,-1,0,1,-2.0,-2.0,-2,0,1,1,0,1,3,3735.0,13855.0,3,3,0,0,26.0101,-1.0,0,0,-2.0,-2,-1,6,3.95,2.86,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,6
295336,1,3,20111215,2,3,1,-1,-1.0,-1,-1,0,2,92.5,80.5,-1,0,0,0,0,0,3,1071.0,0.0,3,3,-2,-2,52.0201,-1.0,0,0,-2.0,-2,-1,6,0.0,0.0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1
295351,0,3,20120109,2,5,1,-1,-1.0,-1,-1,0,2,123.0,64.0,-1,0,0,0,0,0,3,24217.0,0.0,3,6,-2,-2,51.3801,-1.0,8,0,51.3801,-2,-1,6,2.3,3.16,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,4
295701,1,3,20111212,2,4,1,-1,-1.0,-1,-1,0,2,65.0,65.0,-1,2,0,0,0,0,3,24840.0,0.0,3,3,-2,-2,13.1209,-1.0,0,0,-2.0,-2,-1,6,0.0,0.0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1
296364,1,3,20110126,1,11,1,2000,-1.0,-1,-1,0,1,-2.0,-2.0,-2,0,1,1,0,0,3,12941.0,0.0,3,3,1,0,0.0,-1.0,0,0,-2.0,-2,-1,6,2.67,2.33,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1
296410,1,3,20111129,1,2,1,-1,-1.0,-1,-1,0,2,60.0,54.0,-1,0,0,0,1,0,3,16086.0,0.0,3,6,-2,-2,50.0901,-1.0,0,0,-2.0,-2,-1,6,2.35,2.19,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,4
296508,0,3,20111130,2,6,1,-1,-1.0,-1,-1,0,2,73.0,44.0,-1,0,0,0,0,0,3,2768.0,12373.0,3,6,-2,-2,51.3801,-1.0,8,0,51.3801,-2,-1,6,4.0,3.38,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,4
296523,1,3,20120117,1,5,1,-1,-1.0,-1,-1,0,2,13.0,13.0,-1,0,0,0,0,0,3,0.0,25009.0,3,6,-2,-2,54.0101,-1.0,0,0,-2.0,-2,-1,6,3.3,3.05,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1
296550,1,3,20120111,2,8,1,-1,-1.0,-1,-1,0,2,74.0,66.0,-1,2,0,0,0,0,3,2768.0,12373.0,3,3,-2,-2,51.3801,-1.0,0,0,-2.0,-2,-1,6,4.0,4.0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,3
296623,1,3,20120117,2,8,1,-1,-1.0,-1,-1,0,2,62.5,67.0,-1,0,0,0,1,0,3,0.0,33571.0,3,3,-2,-2,13.1202,-1.0,0,0,-2.0,-2,-1,6,1.0,1.89,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,4
297318,0,3,20111123,1,10,1,-1,2.38,-1,-1,0,1,-2.0,-2.0,-2,3,-1,-1,0,0,3,2768.0,12373.0,3,6,-1,-1,13.1209,-1.0,0,0,-2.0,-2,-1,6,3.65,3.51,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,6
297362,1,3,20111122,1,8,1,2011,2.62,-1,-1,0,1,-2.0,-2.0,-2,0,1,0,0,0,3,0.0,0.0,3,3,0,-2,11.0101,-1.0,0,0,-2.0,-2,-1,6,0.0,0.0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,4
297436,1,3,20111219,1,10,-1,-1,-1.0,-1,-1,0,1,-2.0,-2.0,-2,0,-1,-1,0,0,3,2768.0,12373.0,3,3,-1,-1,51.0,-1.0,0,0,-2.0,-2,-1,6,3.7,3.7,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,3
297637,1,3,20110121,2,9,1,-1,-1.0,-1,-1,0,2,0.0,0.0,-1,2,0,0,0,0,3,9186.0,77392.0,3,3,-2,-2,51.0,-1.0,8,0,51.0,-2,-1,6,0.0,3.55,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,4
297711,1,3,20111112,2,8,1,-1,-1.0,-1,-1,0,2,65.0,65.0,-1,0,0,0,0,0,3,2768.0,12373.0,3,3,-2,-2,9.0101,-1.0,0,0,-2.0,-2,-1,6,1.68,2.57,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,4
298342,1,3,20120110,2,5,1,2011,3.6,-1,-1,0,1,-2.0,-2.0,-2,0,1,1,0,0,3,0.0,17568.0,3,3,0,1,0.0,-1.0,0,0,-2.0,-2,-1,6,1.03,1.02,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1
298523,1,3,20111215,1,12,1,-1,-1.0,-1,-1,0,2,61.0,54.0,-1,2,0,0,0,0,3,0.0,36745.0,3,6,-2,-2,52.0201,-1.0,0,0,-2.0,-2,-1,6,0.0,1.72,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1
298558,0,3,20111213,2,11,1,-1,-1.0,-1,-1,0,2,68.0,60.0,-1,2,0,0,0,0,3,28221.0,0.0,3,6,-2,-2,-1.0,-1.0,0,0,-2.0,-2,-1,6,3.15,3.15,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1
298990,1,3,20111219,1,10,1,-1,3.1,-1,-1,0,1,-2.0,-2.0,-2,0,1,1,0,0,3,0.0,12647.0,3,3,0,1,0.0,-1.0,0,0,-2.0,-2,-1,6,3.23,3.23,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,6
299065,1,3,20120109,1,6,1,-1,-1.0,-1,-1,0,2,68.0,66.0,-1,0,0,0,0,0,3,27673.0,0.0,3,3,-2,-2,52.0801,-1.0,0,0,-2.0,-2,-1,6,2.0,2.0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,6
299077,1,3,20120123,1,1,1,-1,-1.0,-1,-1,0,2,0.0,0.0,-1,0,0,0,0,0,3,0.0,22100.0,3,6,-2,-2,0.0,-1.0,0,0,-2.0,-2,-1,6,3.0,2.29,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,6
299365,1,3,20120119,1,9,1,-1,-1.0,-1,-1,0,1,-2.0,-2.0,-2,4,-1,-1,0,0,3,2768.0,12373.0,3,3,-1,-1,0.0,-1.0,0,0,-2.0,-2,-1,6,2.5,2.5,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,6
299367,1,3,20111116,2,9,1,-1,2.6,-1,-1,0,1,-2.0,-2.0,-2,0,1,1,0,0,3,0.0,128198.0,3,3,0,0,0.0,-1.0,0,0,-2.0,-2,-1,6,2.69,2.06,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,6
299834,0,3,20120112,2,7,1,-1,-1.0,-1,-1,0,2,15.0,15.0,-1,0,0,0,0,0,3,12165.0,48065.0,3,3,-2,-2,50.0701,-1.0,7,0,50.0701,-2,-1,6,3.57,3.47,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1
300165,0,3,20120105,1,6,1,-1,-1.0,-1,-1,0,2,13.5,13.5,-1,0,0,0,1,1,3,0.0,44563.0,3,3,-2,-2,52.0801,-1.0,8,0,52.0801,-2,-1,6,2.94,3.55,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1
300178,0,3,20111123,2,9,1,2011,3.1,-1,-1,0,1,-2.0,-2.0,-2,0,1,1,0,0,3,0.0,18110.0,3,6,0,0,51.0,-1.0,0,0,-2.0,-2,-1,6,3.5,2.68,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1
300459,0,3,20111128,2,9,1,-1,3.17,-1,-1,0,1,-2.0,-2.0,-2,0,1,0,0,1,3,0.0,0.0,3,3,0,-2,16.0905,-1.0,7,0,16.0905,-2,-1,6,2.74,2.5,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1
300555,0,3,20111215,2,7,1,-1,-1.0,-1,-1,0,2,0.0,0.0,-1,2,0,0,0,0,3,18812.0,0.0,3,6,-2,-2,54.0101,-1.0,0,0,-2.0,-2,-1,6,4.0,3.93,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,6
300578,0,3,20111128,1,9,1,-1,-1.0,-1,-1,0,2,71.0,66.0,-1,2,0,0,0,0,3,12266.0,0.0,3,6,-2,-2,42.0101,-1.0,0,0,-2.0,-2,-1,6,3.3,3.56,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,4
300862,0,3,20120104,1,5,1,-1,-1.0,-1,-1,0,2,134.33,96.0,-1,0,0,0,0,1,3,40583.0,0.0,3,3,-2,-2,11.0101,-1.0,8,0,11.0101,-2,-1,6,3.33,3.58,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1
301379,1,3,20110125,2,10,1,-1,-1.0,-1,-1,0,2,69.5,63.0,-1,2,0,0,0,0,3,14386.0,0.0,3,3,-2,-2,45.1101,-1.0,0,0,-2.0,-2,-1,6,0.0,2.12,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,4
301407,0,3,20110113,2,5,1,-1,-1.0,-1,-1,0,2,0.0,0.0,-1,2,0,0,0,0,3,2768.0,12373.0,3,6,-2,-2,27.0101,-1.0,0,0,-2.0,-2,-1,6,4.0,3.75,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,6
301408,1,3,20111115,1,1,1,-1,-1.0,-1,-1,0,2,121.0,30.0,-1,0,0,0,1,0,3,9844.0,0.0,3,3,-2,-2,26.0101,-1.0,0,0,-2.0,-2,-1,6,0.0,0.0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1
301418,0,3,20111215,2,7,1,-1,-1.0,-1,-1,0,2,37.0,34.0,-1,0,0,0,0,0,3,0.0,46493.0,3,3,-2,-2,52.0301,-1.0,8,0,52.0301,-2,-1,6,2.67,2.97,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,3
301441,1,3,20120109,1,10,1,2011,2.85,-1,-1,0,1,-2.0,-2.0,-2,0,1,1,0,0,3,2768.0,12373.0,3,3,0,1,43.0203,-1.0,0,0,-2.0,-2,-1,6,0.0,0.0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,6
301510,1,3,20111130,2,10,1,-1,3.0,-1,-1,0,1,-2.0,-2.0,-2,0,1,1,0,0,3,0.0,39192.0,3,3,0,0,0.0,-1.0,0,0,-2.0,-2,-1,6,0.0,1.54,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1
301546,1,3,20111222,1,8,1,-1,-1.0,-1,-1,0,2,58.0,36.0,-1,0,1,0,0,0,3,17928.0,0.0,3,3,0,-2,11.0101,-1.0,0,0,-2.0,-2,-1,6,2.0,2.0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,6
301680,0,3,20120114,1,5,1,-1,-1.0,-1,-1,0,2,64.0,64.0,-1,2,0,0,0,0,3,2768.0,12373.0,3,6,-2,-2,26.0101,-1.0,0,0,-2.0,-2,-1,6,3.7,3.31,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1
301690,1,3,20120109,1,10,1,-1,-1.0,-1,-1,0,2,24.0,9.0,-1,0,1,0,0,0,3,0.0,37670.0,3,3,0,-2,11.0101,-1.0,0,0,-2.0,-2,-1,6,2.61,2.8,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,3
301738,1,3,20110127,1,8,1,-1,-1.0,-1,-1,0,2,16.0,22.0,-1,0,0,0,0,0,3,0.0,0.0,3,6,-2,-2,52.0301,-1.0,0,0,-2.0,-2,-1,6,3.85,3.1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,4
301918,0,3,20111213,1,3,4,-1,-1.0,-1,-1,0,2,132.5,96.0,-1,0,0,0,0,0,3,528.0,0.0,3,3,-2,-2,52.0301,-1.0,0,0,-2.0,-2,-1,6,3.35,2.97,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,6
301982,0,3,20110125,2,11,2,-1,-1.0,-1,-1,0,2,0.0,0.0,-1,0,0,0,1,1,3,0.0,0.0,3,6,-2,-2,52.0801,-1.0,0,0,-2.0,-2,-1,6,2.0,2.69,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,4
302136,0,3,20120110,2,6,1,-1,-1.0,-1,-1,0,2,78.0,72.0,-1,0,0,0,0,0,3,37198.0,0.0,3,6,-2,-2,52.0301,-1.0,0,0,-2.0,-2,-1,6,3.0,3.8,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1
302160,1,3,20120117,1,5,1,-1,-1.0,-1,-1,0,1,-2.0,-2.0,-2,0,1,1,0,0,3,47811.0,50247.0,3,3,0,1,50.0701,-1.0,0,0,-2.0,-2,-1,6,3.55,3.55,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1
302251,1,3,20111211,1,5,1,-1,-1.0,-1,-1,0,2,120.5,66.0,-1,0,0,0,1,0,3,0.0,0.0,3,3,-2,-2,26.0101,-1.0,0,0,-2.0,-2,-1,6,2.86,2.85,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1
302332,0,3,20111213,2,6,1,-1,-1.0,-1,-1,0,2,107.0,68.0,-1,2,0,0,0,0,3,2768.0,12373.0,3,6,-2,-2,52.0301,-1.0,0,0,-2.0,-2,-1,6,2.8,2.53,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,6
302348,1,3,20111123,2,3,-1,-1,-1.0,-1,-1,0,2,81.0,55.0,-1,0,0,0,0,0,3,0.0,0.0,3,3,-2,-2,52.0201,-1.0,0,0,-2.0,-2,-1,6,0.0,0.0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1
302416,1,3,20120104,1,11,1,2011,2.42,-1,-1,0,1,-2.0,-2.0,-2,0,0,1,1,0,3,2768.0,12373.0,3,3,-2,0,0.0,-1.0,0,0,-2.0,-2,-1,6,2.6,2.65,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,4
302465,0,3,20111125,2,9,1,-1,-1.0,-1,-1,0,2,104.0,62.0,-1,2,0,0,0,0,3,7896.0,0.0,3,6,-2,-2,54.0101,13.1209,0,0,-2.0,-2,-1,6,0.0,2.8,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,6
302505,1,3,20111216,2,3,1,2011,2.8,-1,-1,0,1,-2.0,-2.0,-2,0,1,1,0,0,3,0.0,41398.0,3,6,0,0,50.0701,-1.0,0,0,-2.0,-2,-1,6,2.15,2.0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,3
302714,0,3,20110125,2,2,1,-1,-1.0,-1,-1,0,2,128.0,90.0,-1,0,0,0,0,0,3,23896.0,0.0,3,6,-2,-2,43.0399,-1.0,0,0,-2.0,-2,-1,6,3.35,3.88,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,6
302776,1,3,20111220,2,2,1,-1,-1.0,-1,-1,0,2,108.0,96.0,-1,0,0,0,0,0,3,2768.0,12373.0,3,3,-2,-2,50.0901,-1.0,0,0,-2.0,-2,-1,6,3.0,3.0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1
302781,0,3,20120106,2,12,1,-1,-1.0,-1,-1,0,2,84.0,78.0,-1,0,0,0,0,0,3,7511.0,17372.0,3,6,-2,-2,52.0201,-1.0,0,0,-2.0,-2,-1,6,3.0,2.8,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1
302797,1,3,20120113,2,2,1,2011,-1.0,-1,-1,0,1,-2.0,-2.0,-2,0,1,1,0,0,3,110229.0,129912.0,3,3,0,0,0.0,-1.0,0,0,-2.0,-2,-1,6,2.15,2.15,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,4
302845,1,3,20111215,1,1,1,-1,-1.0,-1,-1,0,2,24.0,24.0,-1,0,0,0,0,0,3,0.0,0.0,3,3,-2,-2,42.0101,-1.0,0,0,-2.0,-2,-1,6,0.0,2.56,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,4
302846,0,3,20110127,2,4,1,-1,-1.0,-1,-1,0,2,0.0,0.0,-1,2,0,0,0,0,3,0.0,51709.0,3,3,-2,-2,50.0701,-1.0,7,0,50.0701,-2,-1,6,3.83,3.56,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1
302868,0,3,20111115,2,1,1,-1,-1.0,-1,-1,0,2,59.5,51.0,-1,0,0,0,0,0,3,54124.0,0.0,3,6,-2,-2,51.3801,-1.0,8,0,51.3801,-2,-1,6,2.85,3.21,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1
303153,1,3,20120114,2,8,1,-1,-1.0,-1,-1,0,2,42.0,42.0,-1,0,0,0,0,0,3,5682.0,28327.0,3,3,-2,-2,23.0101,-1.0,0,0,-2.0,-2,-1,6,0.0,0.0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,4
303186,1,3,20111213,2,11,1,-1,-1.0,-1,-1,0,2,69.0,66.0,-1,2,0,0,0,0,3,26926.0,0.0,3,6,-2,-2,52.0801,-1.0,0,0,-2.0,-2,-1,6,4.0,3.72,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1
303359,0,3,20110113,2,11,1,-1,-1.0,-1,-1,0,2,0.0,0.0,-1,0,0,0,0,0,3,2768.0,12373.0,3,6,-2,-2,0.0,-1.0,0,0,-2.0,-2,-1,6,4.0,3.82,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,6
303697,0,3,20120117,2,8,1,-1,-1.0,-1,-1,0,2,70.0,82.0,-1,2,0,0,0,0,3,80000.0,0.0,3,6,-2,-2,51.3801,-1.0,8,0,51.3801,-2,-1,6,2.0,2.57,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,4
303707,0,3,20111215,2,3,1,-1,-1.0,-1,-1,0,2,109.0,82.0,-1,2,0,0,0,0,3,7628.0,0.0,3,6,-2,-2,51.3801,-1.0,8,0,51.3801,-2,-1,6,3.3,3.86,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1
303717,1,3,20110118,2,5,1,-1,-1.0,-1,-1,0,2,121.0,72.0,-1,2,0,0,0,0,3,2768.0,12373.0,3,3,-2,-2,51.3801,-1.0,0,0,-2.0,-2,-1,6,4.0,3.82,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,6
303740,1,3,20120113,2,11,1,-1,-1.0,-1,-1,0,2,84.0,72.0,-1,2,0,0,0,0,3,5939.0,65511.0,3,6,-2,-2,51.3801,-1.0,0,0,-2.0,-2,-1,6,4.0,3.94,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,6
303741,1,3,20120112,1,11,1,-1,-1.0,-1,-1,0,2,66.0,72.0,-1,2,0,0,0,0,3,24716.0,0.0,3,3,-2,-2,51.3801,-1.0,0,0,-2.0,-2,-1,6,3.65,3.65,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1
303742,1,3,20120112,2,10,1,-1,-1.0,-1,-1,0,2,134.0,79.0,-1,2,0,0,0,0,3,2768.0,12373.0,3,6,-2,-2,51.3801,-1.0,8,0,51.3801,-2,-1,6,3.7,3.76,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,6
303789,0,3,20111115,1,10,1,-1,-1.0,-1,-1,0,2,89.0,55.0,-1,2,0,0,0,0,3,2768.0,12373.0,3,6,-2,-2,51.3801,-1.0,8,0,51.3801,-2,-1,6,4.0,3.61,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,4
303796,0,3,20120113,1,4,1,-1,-1.0,-1,-1,0,2,17.0,17.0,-1,0,0,0,0,0,3,34912.0,0.0,3,6,-2,-2,26.0101,-1.0,0,0,-2.0,-2,-1,6,3.65,3.05,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,6
303849,1,3,20111117,2,2,1,-1,-1.0,-1,-1,0,2,0.0,0.0,-1,0,0,0,0,0,3,0.0,27886.0,3,3,-2,-2,0.0,-1.0,0,0,-2.0,-2,-1,6,0.0,0.0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1
303853,1,3,20110122,2,10,1,-1,-1.0,-1,-1,0,2,80.0,66.0,-1,2,0,0,0,0,3,2768.0,12373.0,3,6,-2,-2,52.0301,-1.0,0,0,-2.0,-2,-1,6,4.0,3.88,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,3
303924,1,3,20111214,2,9,1,-1,-1.0,-1,-1,0,2,99.0,75.0,-1,0,0,0,1,0,3,13242.0,0.0,3,6,-2,-2,26.0101,-1.0,0,0,-2.0,-2,-1,6,2.3,2.83,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1
304172,1,3,20111028,2,3,1,-1,-1.0,-1,-1,0,2,101.0,72.0,-1,2,0,0,0,0,3,16854.0,0.0,3,6,-2,-2,51.3801,-1.0,0,0,-2.0,-2,-1,6,3.7,3.71,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,4
304259,0,3,20111128,2,1,1,-1,-1.0,-1,-1,0,2,0.0,0.0,-1,2,0,0,0,0,3,11309.0,0.0,3,6,-2,-2,43.0199,-1.0,0,0,-2.0,-2,-1,6,2.3,2.8,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1
304280,1,3,20111219,1,8,1,2011,2.17,-1,-1,0,1,-2.0,-2.0,-2,0,1,1,0,0,3,0.0,55263.0,3,3,0,1,52.0301,-1.0,0,0,-2.0,-2,-1,6,2.0,2.0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1
304317,1,3,20111129,1,6,1,-1,-1.0,-1,-1,0,2,66.0,66.0,-1,2,0,0,0,0,3,0.0,17396.0,3,3,-2,-2,16.0905,-1.0,0,0,-2.0,-2,-1,6,3.0,3.0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1
304321,1,3,20110126,2,11,-1,-1,-1.0,-1,-1,0,2,88.0,72.0,-1,2,0,0,0,0,3,2768.0,12373.0,3,6,-2,-2,51.3801,-1.0,0,0,-2.0,-2,-1,6,3.3,3.53,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,4
304344,1,3,20120109,2,11,1,2011,-1.0,-1,-1,0,1,-2.0,-2.0,-2,0,1,0,0,0,3,32402.0,0.0,3,3,0,-2,0.0,-1.0,0,0,-2.0,-2,-1,6,0.0,0.0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1
304419,1,3,20111111,2,9,1,-1,-1.0,-1,-1,0,2,36.0,30.0,-1,0,0,0,0,0,3,73304.0,0.0,3,3,-2,-2,51.3801,-1.0,0,0,-2.0,-2,-1,6,3.43,3.43,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1
304423,0,3,20110128,1,5,1,-1,-1.0,-1,-1,0,2,92.0,72.0,-1,2,0,0,0,0,3,26869.0,0.0,3,6,-2,-2,51.3801,-1.0,8,0,51.3801,-2,-1,6,2.7,3.58,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1
304426,1,3,20120110,2,12,1,-1,-1.0,-1,-1,0,2,70.0,79.0,-1,0,0,0,0,0,3,0.0,0.0,3,3,-2,-2,51.3801,-1.0,0,0,-2.0,-2,-1,6,3.15,3.15,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1
